IL                              ILCE                            SEMT                            MAHALLE                                 POSTA KODU
AĞRI                          	DİYADİN                       	DİYADİN                       	14 NİSAN MAH.                      	04900
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	BALÇİÇEK KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	BAYIRALTI KÖYÜ                     	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	BAYRAMYAZI KÖYÜ                    	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	BOYUNCAK KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ÇEKELGE MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ÇERMİK MAH.                        	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ÇÖĞÜRLÜ KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ÇÖKELGE KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ÇÖKELGE MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	DİLEKYAZI KÖYÜ                     	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	DÖŞEME MAH.                        	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	DÜZGÖREN KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	ESEN MAH.                          	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	GEÇİTVEREN KÖYÜ                    	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	GÖZUCU KÖYÜ                        	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	GÜLTEPE MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	GÜMÜŞLÜ MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	GÜNDOĞDU KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	GÜNEYSÖĞÜT KÖYÜ                    	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	İKİYAMAÇ KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	İNANLI MAH.                        	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KADO MAH.                          	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KAĞNILI KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KAĞNILI MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KARAGÖZ KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KAYALIK MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KUMLUBUCAK KÖYÜ                    	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KUMLUCA KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	KÜREKLİ MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	SAMANYOLU KÖYÜ                     	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	SATİKOMU MAH.                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	SİVRİCE MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	TANRIVERDİ KÖYÜ                    	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	TANYOLU KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	TAŞTEKER KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YANALYOL KÖYÜ                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YANKAYA KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YARDIMCILAR KÖYÜ                   	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YASSIKAYA KÖYÜ                     	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YAYLACIK MAH.                      	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YELTEPE KÖYÜ                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YENİKÖY MAH.                       	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YUKARIDUMANLI KÖYÜ                 	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YUKARIDÜZMEYDAN KÖYÜ               	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YUKARIESEN KÖYÜ                    	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YUKARITAŞLIÇAY KÖYÜ                	04802
AĞRI                          	TAŞLIÇAY                      	MERKEZKÖYLER                  	YUKARITOKLU KÖYÜ                   	04802
AĞRI                          	TAŞLIÇAY                      	TAŞLIÇAY                      	ADNAN MENDERES MAH.                	04800
AĞRI                          	TAŞLIÇAY                      	TAŞLIÇAY                      	CUMHURİYET MAH.                    	04800
AĞRI                          	TAŞLIÇAY                      	TAŞLIÇAY                      	HÜRRİYET MAH.                      	04800
AĞRI                          	TAŞLIÇAY                      	TAŞLIÇAY                      	ŞENTÜRK UZUN MAH.                  	04800
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ADA MAH.                           	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ADAKENT KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AHMETABAT KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AKSU MAH.                          	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AKYELE KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ALACAHAN KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ALİHİRCO MAH.                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AŞAĞIKARAHALİT KÖYÜ                	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AŞAĞIKARGALIK KÖYÜ                 	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AŞAĞIKÖŞKKÖY KÖYÜ                  	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AŞAĞIKÜLECİK KÖYÜ                  	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AŞAĞIÖZDEK KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ATABİNDİ KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ATAKÖY KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AYDIN MAH.                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	AZİZLER KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BAHÇE KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BATMIŞ KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BAYINDIR KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BEYDAMARLI KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BİNTOSUN KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BİŞİ KÖYÜ                          	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BOLAŞLI KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BOZKAŞ KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BULUTPINAR KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	BURNUBULAK KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ÇELEBAŞI KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ÇIRPILI KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ÇOBANOBA KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ÇUKURKONAK KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DAĞLICA KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DALDALIK KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DAMLAKAYA KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DAYIPINARI KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DEĞİRMENDERE MAH.                  	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DEREKÖY KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DİBELEK KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DİKBIYIK KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DİKME KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DOĞANGÜN KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DORUKDİBİ KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DÖNERTAŞ KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	DÖŞKAYA KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	EDİSLER MAH.                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	EKİNCEK KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ERDAL KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ERGEÇİDİ KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ESMER KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	EVREN MAH.                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	GEÇİMLİ KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	GÜÇİMEN MAH.                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	GÜLÇİMEN MAH.                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	GÜLTEPE KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	GÜNEŞGÖREN KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	HACI ALİ KOMU MAH.                 	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	HACILAR KÖYÜ                       	04502
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	HACIYUSUF KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	HURİSAN MAH.                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	HURRİYET MAH.                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	İKİGÖZÜM KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	İPEKKUŞAK KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	İSAABAT KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KARAAĞAÇ KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KARACAN KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KARAHAN KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KARAKUYU KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KAŞÖNÜ KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KAYADİBİ MAH.                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KAYALAR MAH.                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KESİK KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KILIÇGEDİĞİ KÖYÜ                   	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	KUŞKAYA MAH.                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	LAL YUSUF MAH.                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	MERPEZER MAH.                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	MIZRAK KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	MOLLAHALİT MAH.                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	MOLLAHASAN KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	NÜSRET MAH.                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	OCAKBAŞI KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	OĞLAKSUYU KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ORTAYAMAÇ KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	OTLUCA KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	OZANPINAR KÖYÜ                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ÖNDÜL KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	PALANDÖKEN KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	SARIGÖZE KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	SİNCAN KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	SOFUKACIL MAH.                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	SOĞUKPINAR KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	SORGUÇLU KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	SUVAR KÖYÜ                         	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ŞEKERBULAK KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	TAŞBUDAK KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	TEPEBAŞI MAH.                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	TOPİ MAH.                          	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	UZUNÖZ KÖYÜ                        	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YAYIKLI KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YAZI BAŞI MAH.                     	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YENİKENT KÖYÜ                      	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YENİKÖY KÖYÜ                       	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YUKARIKARAHALİT KÖYÜ               	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YUKARIKARGALIK KÖYÜ                	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YUKARIKÖŞK KÖYÜ                    	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	YUKARIÖZDEK KÖYÜ                   	04702
AĞRI                          	TUTAK                         	MERKEZKÖYLER                  	ZOZO MAH.                          	04702
AĞRI                          	TUTAK                         	TUTAK                         	CAMİ MAH.                          	04700
AĞRI                          	TUTAK                         	TUTAK                         	KARŞIYAKA MAH.                     	04700
AĞRI                          	TUTAK                         	TUTAK                         	MURAT MAH.                         	04700
AĞRI                          	TUTAK                         	TUTAK                         	PINAR MAH.                         	04700
AĞRI                          	TUTAK                         	TUTAK                         	YENİ MAH.                          	04700
